-9.547388547395392777e+01;6.162922995391447330e+03
-9.309671189030837013e+01;6.121143131971023649e+03
-9.259729227180066857e+01;5.963286059485953047e+03
-9.255662076062911581e+01;5.932871127889688069e+03
-8.927077875765144199e+01;6.080004436174950570e+03
-8.812141143020718914e+01;4.658626636235901060e+03
-8.408790665595341807e+01;5.246068735499796276e+03
-8.021329837748321268e+01;5.235151644491447769e+03
-7.949338348546444877e+01;4.444804698263092178e+03
-6.985273919120785990e+01;2.873851244429954022e+03
-6.952598533103861200e+01;3.160688603360812976e+03
-6.880613828490369599e+01;3.852791055639236674e+03
-6.792767822857874194e+01;2.936229742104325396e+03
-6.593080602382757149e+01;3.705178878181023720e+03
-6.586803963724074151e+01;3.126216420156564254e+03
-6.568829048445061858e+01;3.653682738609474200e+03
-6.531685251995287445e+01;3.230705331274692071e+03
-6.355000558249097509e+01;3.057639704852533214e+03
-6.232702310641509058e+01;3.074658806597130479e+03
-5.531759543488921338e+01;1.929005352929017590e+03
-5.434417145023378026e+01;1.688086051575528018e+03
-5.177076154768440830e+01;2.505701283222587790e+03
-5.006898989229951269e+01;1.532568172929870798e+03
-4.993571431696904028e+01;1.178719656333954163e+03
-4.866739100534302764e+01;1.006268288448998874e+03
-4.845103260299590175e+01;1.174174272864910108e+03
-4.747563876152476325e+01;1.073653960559386405e+03
-4.692185186781407680e+01;1.824254184652604408e+03
-4.661599713787760635e+01;2.366127916801528045e+03
-4.321957972093419897e+01;5.881454533774004858e+02
-4.100755038764785354e+01;3.618169531964908856e+02
-3.551770699314393198e+01;1.062238115506971553e+03
-2.831258569887944532e+01;5.589047371571539315e+02
-2.557274357269430709e+01;-5.322317673483761382e+02
-2.522363821500167091e+01;1.028417053577800061e+03
-2.174098976873273159e+01;6.771292525111903160e+02
-2.157617695779008216e+01;6.020489453578949224e+01
-2.052285714107307513e+01;-2.053170198994498605e+02
-1.743297137668010066e+01;-5.517568253447666393e+02
-1.700832848785414342e+01;-6.062196778104561190e+02
-1.570712829396359211e+01;-6.784523592742820597e+01
-1.519042685384017943e+01;-3.521094489637345646e+02
-1.489866953514911074e+01;-6.828026188695182555e+02
-1.221686185451731887e+01;6.916424814236047780e+01
-1.197188843009739401e+01;-5.218023731718026283e+02
-4.291998858680585727e+00;-4.400881194108201555e-01
-4.216072301359631069e+00;6.540416178166262853e+02
-1.963310128642461905e+00;-6.676164079015288166e+01
-1.301733329182440002e+00;-6.462764805304533411e+01
-7.725140487648616272e-01;-1.035479815555693932e+02
4.522193606985979386e+00;5.867134277542924110e+02
7.440675664557744540e+00;-1.273437692010675875e+02
8.190812423787690477e+00;-1.495959920426247436e+02
8.272049914003588356e+00;-1.794242197260781779e+02
1.966359752376381209e+01;1.629239078202282599e+03
2.050491031844008205e+01;6.588671137303974774e+02
2.169300756929162333e+01;1.092650747554456757e+03
2.350571959490359575e+01;3.195858167285995819e+02
2.543727510048321960e+01;8.020746939067041694e+02
2.879733743315273387e+01;7.222916062715815997e+02
3.038026961719685914e+01;1.858888399034078702e+02
3.448032464180198531e+01;5.041930451201197911e+02
3.460713822792223482e+01;-1.650208917118401359e+02
3.525851647564201130e+01;-4.116152457980176678e+02
3.753532520078948664e+01;1.483225455480690471e+03
3.838632319141416360e+01;1.831937601476050077e+03
4.043188460315928978e+01;7.210238402133943509e+02
4.243236685953661436e+01;7.134663661738588871e+02
4.346621367318203966e+01;1.881747195287508930e+03
4.414295976458180348e+01;1.093813604403903810e+03
4.670833498152722996e+01;1.522652773997485610e+03
4.774882476207949367e+01;1.337924388981363791e+03
4.914839856494396031e+01;1.331742475786441446e+03
5.038002537205713338e+01;1.819414183656314890e+03
5.347366816376754173e+01;2.176214143704023172e+03
5.351357808016445006e+01;2.530987337934287098e+03
6.020266052197774798e+01;1.504123891316354729e+03
6.174211183682098181e+01;1.919085974458695091e+03
6.684161146414021459e+01;3.004040436062057324e+03
6.786229779622362912e+01;3.053301438710820548e+03
6.945266183950670325e+01;2.838923098339442731e+03
7.202116582728390881e+01;3.244031542028685180e+03
7.391335974982226276e+01;4.573220257740665147e+03
7.555238326089960310e+01;4.064225206466676354e+03
7.560501057239022771e+01;5.283457677548591164e+03
7.876279471077012317e+01;5.914486120084848153e+03
8.060310201604775671e+01;5.007483160190929993e+03
8.780419331042133990e+01;5.079527325697869856e+03
8.804203805863619436e+01;5.573038897805385204e+03
8.897785424767675977e+01;5.716888141433781129e+03
9.370568695733524578e+01;6.237677938873781386e+03
9.372408226493703864e+01;6.091218661849406089e+03
9.524573769733495965e+01;5.423803987469889762e+03
9.626607440348627165e+01;8.107271726124006818e+03
9.696468759819904903e+01;6.566871091917278136e+03
9.741552733283555199e+01;7.012701343644135704e+03
9.759360003183786603e+01;6.183037771214672830e+03
9.789107786731804595e+01;6.520950309218302209e+03
9.794428710836814389e+01;6.638626658796210904e+03
9.981549604761747219e+01;6.696902319880590767e+03
