-9.904413145288756937e+01;-5.699578621761683195e+01
-9.745067184987033215e+01;-5.794058556246935865e+01
-9.612326251062364690e+01;-4.994867665758252429e+01
-9.566888182858934897e+01;-4.556875778675454569e+01
-9.466052634067519023e+01;-4.916637973182389487e+01
-9.455233932907800920e+01;-4.899690971885870283e+01
-9.390454776008239435e+01;-4.957262000423656190e+01
-9.322222899725775846e+01;-5.303082926832112776e+01
-9.137814939559052618e+01;-4.434183795151572127e+01
-9.045511631667852726e+01;-4.905501779227540737e+01
-8.987849881930434037e+01;-5.588226565443667226e+01
-8.716256495217831457e+01;-4.905181655611472280e+01
-8.222312585089650838e+01;-3.982192779707376218e+01
-7.998713485153450620e+01;-3.719494818636655964e+01
-7.925279980771802002e+01;-4.670420136418373147e+01
-7.714908821816217710e+01;-4.281101057911352825e+01
-7.534284518686456522e+01;-3.744018522618335965e+01
-7.254017716506319857e+01;-3.575833238124739211e+01
-7.175700366229717986e+01;-3.405932802169225226e+01
-6.784153561767689666e+01;-2.896028074279283615e+01
-6.702722390045509826e+01;-3.734708487990708647e+01
-6.700043021079113714e+01;-2.802435808799807404e+01
-6.495136768376288217e+01;-3.065028985583652954e+01
-5.777237585953034227e+01;-1.883464754592396417e+01
-5.733047822716697084e+01;-2.331831349339448423e+01
-5.682829446514048044e+01;-2.509320675287701619e+01
-5.521163846514238571e+01;-3.009203283135214235e+01
-5.374300016787591971e+01;-2.514959028730021728e+01
-5.097529969991248322e+01;-3.102805054858467315e+01
-4.932922485161807913e+01;-1.944572676180122173e+01
-4.802066985483832440e+01;-1.892360902735822847e+01
-4.642254883631762397e+01;-2.185759194540657546e+01
-4.601295360838329174e+01;-2.002811515343285365e+01
-4.527457714008724565e+01;-2.433522204024707491e+01
-4.219526732262571045e+01;-3.543380531511438392e+00
-3.988388298505218899e+01;2.475127700817662202e+00
-3.542367754611109376e+01;-8.624412794743488320e+00
-3.467828873997574135e+01;-7.562751206235081014e+00
-3.336238292423294638e+01;-1.283813153783359340e+01
-3.109014444935654353e+01;-8.206301745344299903e+00
-3.046852438750630654e+01;-4.506698441393043986e+00
-2.988555616706369733e+01;-9.511857861199766617e+00
-2.658019074489243394e+01;9.040741032008146050e-01
-2.484250732218389146e+01;-4.920185877237779337e+00
-2.266372890010100605e+01;-2.522535414255684394e+00
-2.142415985715599902e+01;4.478131532230201550e+00
-2.062753405815851693e+01;4.521796083040250380e+00
-1.990881667890540996e+01;6.043025922324428478e+00
-1.673459544765252360e+01;-1.664508441815506501e+00
-1.595471275386996979e+01;5.638293753981455936e-01
-1.363908666316915230e+01;-2.963262908330689172e+00
-1.177275769289254015e+01;3.419447813029563576e-01
-1.039497241692606622e+01;5.873596417834242800e+00
-9.781601296908377208e+00;7.685535044954656669e+00
-9.559624452333764566e+00;6.489357038818934775e+00
-6.335523117850726749e+00;2.431642974218327424e+00
-5.756393057253902157e+00;1.347029195426299708e+01
4.686765116223853056e+00;1.580271122131232353e+01
7.872643960620976600e+00;2.048250187673662737e+01
1.110919667321587667e+01;1.878656248848918864e+01
1.166552086641408437e+01;2.812881576759306412e+01
1.205240011020454460e+01;1.894694891146464499e+01
1.288762563237280290e+01;1.893536901046175203e+01
1.424173617887313981e+01;2.325677826647979174e+01
1.520978281356933337e+01;2.281797021504753786e+01
1.526994925365494282e+01;2.360978436959016591e+01
1.620247099731825813e+01;2.557628628134279580e+01
2.081682069917249578e+01;2.861209868261681066e+01
2.085925846575753440e+01;3.367525304403552155e+01
2.106631099672702589e+01;2.581662863792030294e+01
2.390447362862229852e+01;3.168037171226807658e+01
2.402402637218700931e+01;2.317984470191575852e+01
2.544439987495137245e+01;3.414828463138474746e+01
2.950456232720347316e+01;3.452386360234834228e+01
2.951870416094394045e+01;3.459671004522201798e+01
2.982506054655939920e+01;3.621870887655705928e+01
3.014055789795582996e+01;3.581341448119491844e+01
3.287336216113396858e+01;3.803323324669889161e+01
3.650187069556832853e+01;4.797843165604769666e+01
4.152888188653395218e+01;5.222899043025574173e+01
4.443466328096641860e+01;4.861882965070470419e+01
4.601371841284858988e+01;5.228079826378284167e+01
4.918011270627661702e+01;4.826891880808162938e+01
5.315987626220737639e+01;5.840006172587240485e+01
5.462720856029676497e+01;4.212411230808039875e+01
5.553909879912873748e+01;5.675744095782758336e+01
5.578863148954229700e+01;4.817004684785598556e+01
5.631300081761835941e+01;4.740756918841905332e+01
6.219315934344297148e+01;5.526622709058464267e+01
6.383929719620627452e+01;4.963020052669831728e+01
7.106833691269238784e+01;5.725404881746349162e+01
7.434527866942042351e+01;6.572649896486366572e+01
7.458938138152885244e+01;6.570276336696640840e+01
8.240964396191873220e+01;7.343235694998877250e+01
8.353825026941757415e+01;7.456148826281979325e+01
8.481953239191761895e+01;6.854873456586987857e+01
9.037975576040918213e+01;6.520627498919510856e+01
9.288553527887498262e+01;7.236774113335896175e+01
9.516495089798888785e+01;7.084822573679747393e+01
9.599937605272714336e+01;8.720888533898852302e+01
